342,77
1,2
1,4
2,5
3,5
4,5
2,7
6,7
1,8
1,9
4,9
7,9
2,10
8,10
9,10
5,11
6,11
8,11
6,12
10,12
2,13
4,13
7,13
10,13
1,14
3,14
7,14
11,14
13,14
1,15
4,15
6,15
7,15
12,15
11,16
12,16
2,17
4,17
5,17
6,17
7,17
10,17
1,18
3,18
4,18
6,18
11,18
12,18
1,19
2,19
4,19
10,19
13,19
15,19
18,19
6,20
7,20
8,20
9,20
10,20
12,20
19,20
1,21
5,21
7,21
9,21
10,21
11,21
16,21
17,21
18,21
1,22
5,22
6,22
11,22
12,22
13,22
20,22
5,23
11,23
15,23
16,23
20,23
3,24
9,24
13,24
22,24
6,25
8,25
9,25
11,25
13,25
17,25
19,25
23,25
6,26
8,26
10,26
17,26
22,26
24,26
25,26
4,27
5,27
9,27
10,27
23,27
6,28
10,28
20,28
27,28
1,29
2,29
5,29
10,29
13,29
21,29
22,29
23,29
25,29
26,29
28,29
6,30
7,30
8,30
9,30
13,30
15,30
17,30
18,30
20,30
22,30
25,30
28,30
3,31
18,31
20,31
21,31
22,31
25,31
28,31
1,32
2,32
4,32
8,32
18,32
20,32
24,32
27,32
29,32
30,32
31,32
1,33
3,33
5,33
7,33
19,33
21,33
23,33
27,33
8,34
11,34
18,34
19,34
20,34
21,34
22,34
28,34
3,35
4,35
11,35
12,35
15,35
17,35
18,35
22,35
28,35
29,35
33,35
6,36
10,36
14,36
22,36
23,36
26,36
29,36
30,36
35,36
1,37
2,37
3,37
6,37
10,37
24,37
25,37
27,37
31,37
33,37
3,38
5,38
14,38
24,38
25,38
26,38
28,38
30,38
33,38
36,38
37,38
1,39
3,39
7,39
10,39
13,39
14,39
24,39
26,39
27,39
29,39
36,39
37,39
12,40
18,40
21,40
24,40
27,40
28,40
35,40
36,40
37,40
6,41
8,41
18,41
19,41
21,41
22,41
25,41
27,41
29,41
40,41
3,42
8,42
9,42
18,42
21,42
24,42
30,42
36,42
37,42
39,42
40,42
5,43
9,43
10,43
15,43
17,43
21,43
26,43
27,43
33,43
36,43
41,43
3,44
6,44
13,44
17,44
21,44
22,44
23,44
25,44
30,44
34,44
35,44
37,44
41,44
8,45
10,45
13,45
24,45
28,45
29,45
31,45
37,45
39,45
3,46
19,46
21,46
26,46
27,46
28,46
29,46
33,46
34,46
41,46
43,46
44,46
6,47
10,47
19,47
22,47
30,47
33,47
34,47
36,47
38,47
40,47
44,47
3,48
8,48
10,48
17,48
19,48
26,48
31,48
38,48
39,48
44,48
47,48
5,49
12,49
21,49
23,49
24,49
28,49
30,49
34,49
36,49
42,49
44,49
46,49
48,49
2,50
4,50
8,50
13,50
14,50
17,50
18,50
20,50
21,50
39,50
44,50
49,50
8,1,4
17,11,4
18,28,2
31,24,1
43,19,3
35,46,3
34,18,1
25,41,2
38,35,5
9,48,5
9,36,2
33,39,1
17,43,1
12,7,1
37,13,2
28,46,1
20,41,1
25,26,2
42,19,4
12,15,1
50,34,2
7,3,2
49,37,4
27,46,2
49,5,2
18,16,2
10,45,1
12,34,3
3,5,2
20,1,2
3,11,3
27,44,2
18,32,1
42,10,2
2,1,5
35,27,4
44,30,4
6,7,5
47,27,5
39,24,4
8,4,2
4,22,5
28,34,4
40,29,3
20,39,3
21,17,4
1,49,4
30,10,3
10,40,4
47,37,4
5,13,1
31,5,2
21,45,5
28,29,5
42,29,3
26,13,4
39,5,2
14,4,3
29,9,4
1,28,3
8,14,1
36,18,3
2,16,2
23,47,3
28,11,4
48,32,3
47,25,1
36,14,5
32,50,3
14,40,5
11,15,5
28,32,3
20,21,1
8,5,3
19,21,5
11,23,4
26,27,4
