7829,366
1,3
1,4
3,4
1,5
3,5
2,6
3,6
5,6
1,7
2,8
5,8
1,9
4,9
5,9
6,9
1,10
2,10
4,10
5,10
3,11
4,11
6,11
7,11
8,11
2,12
3,12
4,12
8,12
9,12
10,12
3,13
4,13
5,13
6,13
9,13
1,14
6,14
7,14
9,14
10,14
7,15
8,15
10,15
13,15
14,15
3,16
4,16
5,16
6,16
7,16
9,16
10,16
11,16
12,16
13,16
2,17
3,17
4,17
6,17
7,17
8,17
10,17
2,18
3,18
4,18
6,18
7,18
8,18
9,18
10,18
11,18
17,18
1,19
7,19
9,19
10,19
13,19
14,19
15,19
16,19
4,20
7,20
9,20
13,20
16,20
17,20
19,20
3,21
6,21
9,21
10,21
13,21
15,21
20,21
3,22
6,22
9,22
13,22
14,22
15,22
18,22
19,22
20,22
21,22
1,23
4,23
5,23
6,23
9,23
10,23
14,23
15,23
17,23
20,23
22,23
2,24
3,24
4,24
6,24
7,24
8,24
9,24
12,24
15,24
18,24
21,24
22,24
1,25
2,25
3,25
4,25
9,25
11,25
13,25
14,25
16,25
20,25
22,25
1,26
3,26
4,26
5,26
8,26
10,26
11,26
12,26
16,26
20,26
21,26
25,26
1,27
2,27
5,27
7,27
8,27
10,27
11,27
12,27
15,27
17,27
22,27
23,27
2,28
4,28
7,28
11,28
12,28
14,28
17,28
18,28
19,28
21,28
22,28
24,28
1,29
2,29
7,29
8,29
9,29
14,29
15,29
17,29
20,29
21,29
26,29
27,29
1,30
4,30
8,30
9,30
11,30
13,30
16,30
18,30
23,30
4,31
6,31
7,31
8,31
11,31
16,31
17,31
20,31
24,31
27,31
28,31
29,31
1,32
2,32
3,32
5,32
10,32
11,32
14,32
15,32
19,32
20,32
25,32
26,32
1,33
9,33
12,33
13,33
18,33
20,33
21,33
24,33
25,33
27,33
2,34
3,34
11,34
12,34
14,34
15,34
18,34
21,34
26,34
30,34
2,35
4,35
7,35
10,35
11,35
15,35
20,35
24,35
25,35
32,35
33,35
3,36
4,36
5,36
6,36
7,36
9,36
12,36
13,36
18,36
19,36
20,36
21,36
26,36
28,36
30,36
34,36
35,36
1,37
2,37
3,37
5,37
6,37
8,37
10,37
11,37
16,37
20,37
22,37
25,37
28,37
29,37
34,37
35,37
36,37
5,38
6,38
8,38
10,38
11,38
13,38
15,38
16,38
17,38
18,38
20,38
21,38
22,38
23,38
24,38
28,38
32,38
33,38
34,38
4,39
5,39
7,39
13,39
15,39
20,39
21,39
23,39
26,39
27,39
30,39
31,39
37,39
2,40
6,40
8,40
9,40
10,40
11,40
13,40
14,40
20,40
26,40
28,40
31,40
33,40
35,40
36,40
2,41
5,41
7,41
8,41
13,41
15,41
16,41
18,41
20,41
27,41
30,41
32,41
34,41
35,41
37,41
3,42
4,42
11,42
15,42
16,42
17,42
18,42
20,42
22,42
25,42
28,42
33,42
36,42
2,43
5,43
9,43
13,43
19,43
21,43
24,43
26,43
33,43
34,43
41,43
42,43
4,44
6,44
11,44
16,44
17,44
21,44
25,44
29,44
30,44
32,44
34,44
37,44
38,44
39,44
2,45
3,45
7,45
9,45
10,45
11,45
13,45
14,45
16,45
21,45
22,45
25,45
34,45
38,45
41,45
42,45
44,45
7,46
9,46
13,46
14,46
16,46
17,46
18,46
23,46
24,46
29,46
30,46
34,46
38,46
39,46
40,46
41,46
44,46
2,47
3,47
9,47
11,47
12,47
14,47
19,47
28,47
29,47
30,47
31,47
33,47
35,47
38,47
43,47
45,47
4,48
8,48
9,48
10,48
16,48
20,48
25,48
29,48
30,48
31,48
32,48
34,48
37,48
41,48
42,48
43,48
46,48
3,49
5,49
6,49
7,49
8,49
9,49
11,49
13,49
16,49
18,49
22,49
23,49
25,49
26,49
27,49
29,49
30,49
32,49
38,49
39,49
41,49
47,49
48,49
1,50
2,50
6,50
8,50
10,50
14,50
23,50
24,50
26,50
27,50
28,50
32,50
33,50
35,50
40,50
41,50
43,50
1,51
2,51
3,51
7,51
9,51
13,51
18,51
22,51
23,51
26,51
27,51
29,51
30,51
31,51
32,51
34,51
39,51
41,51
43,51
45,51
49,51
50,51
6,52
7,52
9,52
15,52
17,52
18,52
19,52
22,52
23,52
24,52
26,52
27,52
28,52
30,52
31,52
32,52
34,52
35,52
38,52
41,52
43,52
46,52
51,52
2,53
3,53
6,53
10,53
11,53
13,53
16,53
17,53
18,53
22,53
24,53
27,53
28,53
30,53
33,53
37,53
39,53
40,53
44,53
46,53
48,53
49,53
51,53
52,53
2,54
3,54
8,54
9,54
10,54
12,54
16,54
19,54
24,54
25,54
27,54
30,54
35,54
36,54
40,54
45,54
47,54
50,54
1,55
7,55
8,55
11,55
12,55
16,55
18,55
19,55
21,55
22,55
23,55
28,55
31,55
34,55
35,55
41,55
45,55
47,55
48,55
49,55
51,55
1,56
5,56
6,56
8,56
10,56
13,56
18,56
20,56
25,56
26,56
27,56
30,56
31,56
32,56
34,56
35,56
36,56
40,56
41,56
43,56
45,56
48,56
52,56
54,56
55,56
3,57
4,57
7,57
10,57
11,57
13,57
14,57
15,57
19,57
20,57
24,57
26,57
27,57
28,57
29,57
35,57
41,57
45,57
47,57
53,57
54,57
55,57
3,58
4,58
5,58
6,58
7,58
9,58
11,58
14,58
15,58
16,58
23,58
25,58
27,58
32,58
33,58
34,58
35,58
40,58
41,58
43,58
46,58
52,58
56,58
57,58
4,59
8,59
9,59
11,59
15,59
16,59
